stable_z_m,predicted_z_m,residual_m,abs_residual_m,nearest_neighbor_m,n_neighbors
1552.479,1552.5333453839908,0.05434538399072153,0.05434538399072153,28.284271247461902,8
1553.98125,1552.479,-1.5022500000000036,1.5022500000000036,44.721359549995796,8
1552.479,1552.5367868533715,0.05778685337145362,0.05778685337145362,20.0,8
1552.479,1552.5729755522261,0.09397555222608389,0.09397555222608389,20.0,8
1552.479,1552.4790000000003,2.2737367544323206e-13,2.2737367544323206e-13,56.568542494923804,3
1552.479,1552.5351292089001,0.056129208900074445,0.056129208900074445,20.0,8
1552.479,1552.575608866552,0.09660886655206014,0.09660886655206014,20.0,8
1552.479,1552.5450153844517,0.06601538445170263,0.06601538445170263,20.0,8
1552.479,1552.4789999999998,-2.2737367544323206e-13,2.2737367544323206e-13,28.284271247461902,8
1552.479,1552.479,0.0,0.0,20.0,8
1552.479,1552.479,0.0,0.0,63.245553203367585,5
1552.479,1552.479,0.0,0.0,20.0,8
1552.479,1552.4790000000003,2.2737367544323206e-13,2.2737367544323206e-13,20.0,8
1552.479,1552.4789999999994,-6.821210263296962e-13,6.821210263296962e-13,20.0,7
1552.479,1552.4790000000005,4.547473508864641e-13,4.547473508864641e-13,20.0,7
1552.479,1552.4790000000003,2.2737367544323206e-13,2.2737367544323206e-13,20.0,8
1552.479,1552.4789999999998,-2.2737367544323206e-13,2.2737367544323206e-13,20.0,7
1552.479,1552.4790000000003,2.2737367544323206e-13,2.2737367544323206e-13,20.0,6
1552.479,1552.4790000000003,2.2737367544323206e-13,2.2737367544323206e-13,28.284271247461902,8
1552.479,1552.479,0.0,0.0,28.284271247461902,8
1552.479,1552.6267966779837,0.1477966779837061,0.1477966779837061,44.721359549995796,7
1552.479,1552.479,0.0,0.0,20.0,8
1552.479,1552.4789999999998,-2.2737367544323206e-13,2.2737367544323206e-13,20.0,8
1552.479,1552.479,0.0,0.0,28.284271247461902,8
1552.479,1552.479,0.0,0.0,20.0,8
1552.479,1552.4789999999998,-2.2737367544323206e-13,2.2737367544323206e-13,20.0,8
1552.479,1552.4790000000003,2.2737367544323206e-13,2.2737367544323206e-13,20.0,8
1552.479,1552.6890677500724,0.21006775007231226,0.21006775007231226,20.0,8
1552.479,1552.4789999999998,-2.2737367544323206e-13,2.2737367544323206e-13,20.0,8
1552.479,1552.7859533545372,0.30695335453719963,0.30695335453719963,20.0,8
1553.6850000000002,1553.7356904678586,0.050690467858430566,0.050690467858430566,20.0,8
