model,variable,quantile,obs_value,cmip_value,difference,relative_difference_pct
GFDL-ESM4,tasmax,0.1,18.767814756936303,20.83293688831436,2.0651221313780574,11.003530022667233
GFDL-ESM4,tasmax,0.25,19.459682347173867,21.790693339363497,2.331010992189629,11.978669284538256
GFDL-ESM4,tasmax,0.5,20.219715939076544,22.915244997785415,2.695529058708871,13.331191530240552
GFDL-ESM4,tasmax,0.75,21.15149426054363,24.180076499063485,3.0285822385198564,14.318526158075873
GFDL-ESM4,tasmax,0.9,22.202173256976607,25.550393610052744,3.3482203530761367,15.08059735559456
GFDL-ESM4,tasmax,0.95,22.940708978444693,26.493615547555414,3.5529065691107213,15.487344233559066
GFDL-ESM4,tasmax,0.99,24.19964496694552,28.40599449616315,4.206349529217629,17.381864630506417
GFDL-ESM4,rh,0.01,54.24143437771188,56.90030544927211,2.6588710715602275,4.901918804442187
GFDL-ESM4,rh,0.05,60.72498947629099,63.46624684985217,2.741257373561176,4.514216300739668
GFDL-ESM4,rh,0.1,64.51737287922357,67.15643690348975,2.639064024266176,4.090470374865542
GFDL-ESM4,rh,0.25,71.44038562554204,73.47327192754693,2.032886302004897,2.8455701690362663
GFDL-ESM4,rh,0.5,79.06523449541791,83.14063490153663,4.0754004061187175,5.154478364767135
GFDL-ESM4,rh,0.75,86.61181384245056,88.30370365205357,1.691889809603012,1.9534169007020328
GFDL-ESM4,rh,0.9,91.60414646206316,91.07087645400415,-0.5332700080590058,-0.5821461458405202
GFDL-ESM4,rh,0.95,93.54094944239945,92.67458748322368,-0.8663619591757765,-0.9261846970125784
GFDL-ESM4,rh,0.99,96.10186713446025,95.2181007326887,-0.8837664017715525,-0.9196141845350798
GFDL-ESM4,shortwave,0.01,8.123637298959586,15.403334029793161,7.2796967308335745,89.61129679886007
GFDL-ESM4,shortwave,0.05,12.362643611951848,16.968172755026895,4.605529143075048,37.253594681177695
GFDL-ESM4,shortwave,0.1,14.294086126913156,17.70918092045018,3.4150947935370244,23.89166235053687
GFDL-ESM4,shortwave,0.25,16.740133504729148,19.046028686723556,2.3058951819944085,13.774652283047711
GFDL-ESM4,shortwave,0.5,19.14489942046432,20.651921414734886,1.5070219942705663,7.871663157758269
GFDL-ESM4,shortwave,0.75,21.47965527773001,22.573432422675463,1.0937771449454523,5.092154090943324
GFDL-ESM4,shortwave,0.9,23.61945787306535,24.247891031634225,0.6284331585688747,2.660658690585417
GFDL-ESM4,shortwave,0.95,24.823127847501073,25.1593434005187,0.3362155530176274,1.3544447544368345
GFDL-ESM4,shortwave,0.99,26.853095109922613,26.74688725858094,-0.10620785134167221,-0.39551437518435945
GFDL-ESM4,longwave,0.01,26.889406656990545,25.161855058977977,-1.7275515980125675,-6.424654958176435
GFDL-ESM4,longwave,0.05,28.27366862738607,26.269106977859245,-2.004561649526824,-7.0898533753953386
GFDL-ESM4,longwave,0.1,29.013446756577814,26.801802548668036,-2.211644207909778,-7.622824776612806
GFDL-ESM4,longwave,0.25,30.238961359415303,27.70327996485976,-2.5356813945555423,-8.385477809296596
GFDL-ESM4,longwave,0.5,31.45313495571797,28.52642232565958,-2.9267126300583897,-9.304994984375421
GFDL-ESM4,longwave,0.75,32.26054012532244,29.08108537797772,-3.1794547473447246,-9.855553363314762
GFDL-ESM4,longwave,0.9,32.80311042321582,29.457538452548672,-3.345571970667148,-10.19894737878082
GFDL-ESM4,longwave,0.95,33.08532702089423,29.66020209984951,-3.4251249210447234,-10.352398568953753
GFDL-ESM4,longwave,0.99,33.60379732077386,30.022852183305588,-3.5809451374682695,-10.656370478864096
GFDL-ESM4,wind,0.01,0.12362079876653172,0.9915817204296915,0.8679609216631597,702.1156070204472
GFDL-ESM4,wind,0.05,0.21661594904492043,1.2486620943077276,1.0320461452628071,476.44051595147687
GFDL-ESM4,wind,0.1,0.28935312804449365,1.4369072566918335,1.1475541286473399,396.59295767864694
GFDL-ESM4,wind,0.25,0.4523419982740058,1.8285639212756868,1.376221923001681,304.24367585873284
GFDL-ESM4,wind,0.5,0.7499348093163911,2.4521238022163265,1.7021889928999354,226.97826154403728
GFDL-ESM4,wind,0.75,1.1569305560826137,3.462068947612262,2.305138391529648,199.24604630850837
GFDL-ESM4,wind,0.9,1.5341475522071901,4.8711575700937075,3.3370100178865174,217.5155846701665
GFDL-ESM4,wind,0.95,1.7712679477171462,5.781251542294611,4.009983594577465,226.39056952086952
GFDL-ESM4,wind,0.99,2.290385645051189,7.4243043439114675,5.1339186988602785,224.15084158220603
GISS-E2-1-G,precip_consensus,0.01,0.001364441540446398,0.0,-0.001364441540446398,-100.0
GISS-E2-1-G,precip_consensus,0.05,0.020303170461220998,0.0,-0.020303170461220998,-99.99999999999999
GISS-E2-1-G,precip_consensus,0.1,0.06654387951424576,0.00431717849554931,-0.06222670101869645,-93.5122831324779
GISS-E2-1-G,precip_consensus,0.25,0.36593424518266227,0.22042252312232563,-0.14551172206033663,-39.76444510890256
GISS-E2-1-G,precip_consensus,0.5,2.2381017066336617,2.715910399632269,0.4778086929986074,21.34883734650654
GISS-E2-1-G,precip_consensus,0.75,8.251458253782918,11.248842520318682,2.9973842665357644,36.32550967777847
GISS-E2-1-G,precip_consensus,0.9,14.360511428963337,18.839821382883766,4.4793099539204295,31.19185536029189
GISS-E2-1-G,precip_consensus,0.95,18.3865296573891,23.219898104072225,4.833368446683124,26.287551467009493
GISS-E2-1-G,precip_consensus,0.99,27.626554028149616,32.37247315525519,4.7459191271055765,17.178831360110284
GISS-E2-1-G,tas,0.01,13.562005271069761,13.720414355335363,0.1584090842656014,1.1680358553134982
GISS-E2-1-G,tas,0.05,14.648812302124492,15.127526938850135,0.47871463672564296,3.267941638218791
GISS-E2-1-G,tas,0.1,15.102207967988353,15.683204175605171,0.5809962076168187,3.8470944702147993
GISS-E2-1-G,tas,0.25,15.737775453943096,16.54230555966906,0.8045301057259646,5.112095467878784
GISS-E2-1-G,tas,0.5,16.308847934518468,17.422757575029905,1.1139096405114373,6.830093977109159
GISS-E2-1-G,tas,0.75,16.865925052617698,18.171143311881004,1.305218259263306,7.7387884458832445
GISS-E2-1-G,tas,0.9,17.407313362279044,19.172689552515603,1.7653761902365588,10.14157758578678
GISS-E2-1-G,tas,0.95,17.745614703974663,19.937853253474024,2.1922385494993613,12.35369180538076
GISS-E2-1-G,tas,0.99,18.484926735967406,21.316365368118724,2.8314386321513183,15.317553986524553
GISS-E2-1-G,tasmin,0.01,9.542661946133531,6.541269095999319,-3.001392850134212,-31.452364833591407
GISS-E2-1-G,tasmin,0.05,10.947149455496104,8.378044662058702,-2.5691047934374023,-23.468253574884397
GISS-E2-1-G,tasmin,0.1,11.58470564339559,9.226913352090829,-2.3577922913047615,-20.352630130476665
GISS-E2-1-G,tasmin,0.25,12.685621447575494,10.523103499282275,-2.1625179482932193,-17.047000473961997
GISS-E2-1-G,tasmin,0.5,13.742193880351806,12.121657891612259,-1.6205359887395474,-11.792411043309054
GISS-E2-1-G,tasmin,0.75,14.416768534718585,13.306047266558894,-1.1107212681596916,-7.704370542433578
GISS-E2-1-G,tasmin,0.9,14.858966332105167,14.176174643261207,-0.6827916888439596,-4.595149309738183
GISS-E2-1-G,tasmin,0.95,15.083673829122157,14.733515905161394,-0.3501579239607633,-2.321436593813842
GISS-E2-1-G,tasmin,0.99,15.500298562545993,15.951733935413488,0.45143537286749513,2.9124301770439245
GISS-E2-1-G,tasmax,0.01,17.143873053540084,18.984693491784626,1.840820438244542,10.73748290421706
GISS-E2-1-G,tasmax,0.05,18.276754090956164,20.187411048764112,1.910656957807948,10.454027822989604
GISS-E2-1-G,tasmax,0.1,18.767814756936303,20.792575773645645,2.0247610167093413,10.788475072522868
GISS-E2-1-G,tasmax,0.25,19.459682347173867,21.681027171650893,2.2213448244770255,11.415113488733962
GISS-E2-1-G,tasmax,0.5,20.219715939076544,22.767058725826097,2.547342786749553,12.59831144228178
GISS-E2-1-G,tasmax,0.75,21.15149426054363,24.030997171037207,2.879502910493578,13.613709154653218
GISS-E2-1-G,tasmax,0.9,22.202173256976607,25.42598958666861,3.223816329692003,14.520273724460646
GISS-E2-1-G,tasmax,0.95,22.940708978444693,26.389965511801485,3.4492565333567917,15.035527178335009
GISS-E2-1-G,tasmax,0.99,24.19964496694552,28.208496343894105,4.008851376948584,16.565744590155372
GISS-E2-1-G,rh,0.01,54.24143437771188,57.736797956456265,3.4953635787443815,6.444083971681706
GISS-E2-1-G,rh,0.05,60.72498947629099,63.492253158652716,2.7672636823617225,4.557042670945463
GISS-E2-1-G,rh,0.1,64.51737287922357,67.46272796464096,2.9453550854173898,4.56521236680094
GISS-E2-1-G,rh,0.25,71.44038562554204,74.19161022165434,2.7512245961123085,3.8510774711281304
GISS-E2-1-G,rh,0.5,79.06523449541791,83.96572655015956,4.9004920547416475,6.198036451818337
GISS-E2-1-G,rh,0.75,86.61181384245056,88.57481126837392,1.962997425923362,2.2664314933920124
GISS-E2-1-G,rh,0.9,91.60414646206316,91.25442985159451,-0.3497166104686471,-0.3817694110751617
GISS-E2-1-G,rh,0.95,93.54094944239945,92.86229779603052,-0.6786516463689338,-0.7255128907867598
GISS-E2-1-G,rh,0.99,96.10186713446025,95.0237674004393,-1.0780997340209524,-1.1218301643531408
GISS-E2-1-G,shortwave,0.01,8.123637298959586,15.530091100762041,7.406453801802455,91.17164552325615
GISS-E2-1-G,shortwave,0.05,12.362643611951848,17.018421697697875,4.655778085746027,37.66005258976288
GISS-E2-1-G,shortwave,0.1,14.294086126913156,17.75868632932569,3.4646002024125355,24.237997250410615
GISS-E2-1-G,shortwave,0.25,16.740133504729148,19.06893782658811,2.3288043218589642,13.911503878992773
GISS-E2-1-G,shortwave,0.5,19.14489942046432,20.58543265400871,1.4405332335443894,7.524370861956987
GISS-E2-1-G,shortwave,0.75,21.47965527773001,22.408394540855532,0.9287392631255216,4.323808976992445
GISS-E2-1-G,shortwave,0.9,23.61945787306535,24.139138793064806,0.5196809199994554,2.2002237426121365
GISS-E2-1-G,shortwave,0.95,24.823127847501073,25.11633648253394,0.2932086350328653,1.1811913342837752
GISS-E2-1-G,shortwave,0.99,26.853095109922613,26.55102517022605,-0.3020699396965618,-1.1248980367441612
GISS-E2-1-G,longwave,0.01,26.889406656990545,25.22142601560899,-1.667980641381554,-6.203114344094025
GISS-E2-1-G,longwave,0.05,28.27366862738607,26.323558868948517,-1.9501097584375522,-6.8972646745554
GISS-E2-1-G,longwave,0.1,29.013446756577814,26.862825905801746,-2.1506208507760682,-7.412496932266373
GISS-E2-1-G,longwave,0.25,30.238961359415303,27.761291991787274,-2.477669367628028,-8.19363250668189
GISS-E2-1-G,longwave,0.5,31.45313495571797,28.57743542040215,-2.875699535315821,-9.14280735247676
GISS-E2-1-G,longwave,0.75,32.26054012532244,29.09517664414704,-3.1653634811754046,-9.811873790329997
GISS-E2-1-G,longwave,0.9,32.80311042321582,29.463963901287144,-3.339146521928676,-10.179359453564057
GISS-E2-1-G,longwave,0.95,33.08532702089423,29.657638514744495,-3.427688506149739,-10.360146973868705
GISS-E2-1-G,longwave,0.99,33.60379732077386,30.030452537493602,-3.5733447832802554,-10.633752933247262
GISS-E2-1-G,wind,0.01,0.12362079876653172,1.0310303465460169,0.9074095477794851,734.0266013757155
GISS-E2-1-G,wind,0.05,0.21661594904492043,1.248284744304386,1.0316687952594656,476.26631363396274
GISS-E2-1-G,wind,0.1,0.28935312804449365,1.3994974563682017,1.110144328323708,383.6641877094212
GISS-E2-1-G,wind,0.25,0.4523419982740058,1.7524650087122056,1.3001230104381998,287.42036233625413
GISS-E2-1-G,wind,0.5,0.7499348093163911,2.373458143140449,1.623523333824058,216.48859522922976
GISS-E2-1-G,wind,0.75,1.1569305560826137,3.3931600122503895,2.236229456167776,193.28986034733893
GISS-E2-1-G,wind,0.9,1.5341475522071901,4.773743440023537,3.239595887816347,211.1658610122289
GISS-E2-1-G,wind,0.95,1.7712679477171462,5.746958463700092,3.9756905159829454,224.45449436980516
GISS-E2-1-G,wind,0.99,2.290385645051189,7.420003452587649,5.12961780753646,223.96306135693646
HadGEM3-GC31-LL,precip_consensus,0.01,0.001364441540446398,0.0,-0.001364441540446398,-100.0
HadGEM3-GC31-LL,precip_consensus,0.05,0.020303170461220998,0.0,-0.020303170461220998,-99.99999999999999
HadGEM3-GC31-LL,precip_consensus,0.1,0.06654387951424576,0.0,-0.06654387951424576,-100.0
HadGEM3-GC31-LL,precip_consensus,0.25,0.36593424518266227,0.0698463337454593,-0.296087911437203,-80.91287310085059
HadGEM3-GC31-LL,precip_consensus,0.5,2.2381017066336617,2.6024805597548726,0.3643788531212109,16.280710212641527
HadGEM3-GC31-LL,precip_consensus,0.75,8.251458253782918,11.561338762470262,3.3098805086873444,40.11267350434591
HadGEM3-GC31-LL,precip_consensus,0.9,14.360511428963337,18.862069866955895,4.501558437992559,31.346783575642608
HadGEM3-GC31-LL,precip_consensus,0.95,18.3865296573891,23.252616511337212,4.8660868539481115,26.465499170435073
HadGEM3-GC31-LL,precip_consensus,0.99,27.626554028149616,32.21511406440776,4.588560036258141,16.60923773403916
HadGEM3-GC31-LL,tas,0.01,13.562005271069761,13.433755729967151,-0.1282495411026101,-0.9456532315039712
HadGEM3-GC31-LL,tas,0.05,14.648812302124492,14.960353488609465,0.3115411864849733,2.126733417423821
HadGEM3-GC31-LL,tas,0.1,15.102207967988353,15.729965493457586,0.6277575254692334,4.156726796504658
HadGEM3-GC31-LL,tas,0.25,15.737775453943096,16.882229314084938,1.1444538601418426,7.272017976689965
HadGEM3-GC31-LL,tas,0.5,16.308847934518468,17.71323113780206,1.4043832032835937,8.611173572298435
HadGEM3-GC31-LL,tas,0.75,16.865925052617698,18.373154003372633,1.5072289507549357,8.936532956554341
HadGEM3-GC31-LL,tas,0.9,17.407313362279044,19.093096590302707,1.6857832280236629,9.684338949608893
HadGEM3-GC31-LL,tas,0.95,17.745614703974663,19.674643461300402,1.9290287573257388,10.870453289474806
HadGEM3-GC31-LL,tas,0.99,18.484926735967406,20.763458702212496,2.2785319662450902,12.326432226596777
HadGEM3-GC31-LL,tasmin,0.01,9.542661946133531,6.341989884506832,-3.2006720616266993,-33.54066275944668
HadGEM3-GC31-LL,tasmin,0.05,10.947149455496104,8.290766139629783,-2.6563833158663215,-24.26552525536831
HadGEM3-GC31-LL,tasmin,0.1,11.58470564339559,9.233589280759073,-2.3511163626365175,-20.295003041159553
HadGEM3-GC31-LL,tasmin,0.25,12.685621447575494,10.777326890288828,-1.9082945572866663,-15.042972590447148
HadGEM3-GC31-LL,tasmin,0.5,13.742193880351806,12.309422293907982,-1.432771586443824,-10.426076061205624
HadGEM3-GC31-LL,tasmin,0.75,14.416768534718585,13.319921674884755,-1.0968468598338301,-7.60813255198205
HadGEM3-GC31-LL,tasmin,0.9,14.858966332105167,14.007933753175188,-0.8510325789299795,-5.727400950436155
HadGEM3-GC31-LL,tasmin,0.95,15.083673829122157,14.395080741507133,-0.6885930876150237,-4.565154984229055
HadGEM3-GC31-LL,tasmin,0.99,15.500298562545993,15.11952612204632,-0.3807724404996726,-2.456549072027223
HadGEM3-GC31-LL,tasmax,0.01,17.143873053540084,19.163467804121865,2.0195947505817813,11.780271262360694
HadGEM3-GC31-LL,tasmax,0.05,18.276754090956164,20.379646934967898,2.102892844011734,11.505833221514441
HadGEM3-GC31-LL,tasmax,0.1,18.767814756936303,21.013344569805568,2.2455298128692647,11.964791010308488
HadGEM3-GC31-LL,tasmax,0.25,19.459682347173867,21.985691616704578,2.526009269530711,12.980732287737284
HadGEM3-GC31-LL,tasmax,0.5,20.219715939076544,23.09825841351288,2.878542474436337,14.236315105066717
HadGEM3-GC31-LL,tasmax,0.75,21.15149426054363,24.254893218493876,3.1033989579502474,14.672244521936129
HadGEM3-GC31-LL,tasmax,0.9,22.202173256976607,25.527087035465787,3.3249137784891794,14.975623061784678
HadGEM3-GC31-LL,tasmax,0.95,22.940708978444693,26.513235832172686,3.572526853727993,15.572870293959847
HadGEM3-GC31-LL,tasmax,0.99,24.19964496694552,28.488720711463156,4.2890757445176355,17.723713510574708
HadGEM3-GC31-LL,rh,0.01,54.24143437771188,58.18764839380816,3.9462140160962775,7.2752759239674525
HadGEM3-GC31-LL,rh,0.05,60.72498947629099,63.142417515822444,2.417428039531451,3.9809443531897086
HadGEM3-GC31-LL,rh,0.1,64.51737287922357,66.66992360516323,2.152550725939662,3.336389300862008
HadGEM3-GC31-LL,rh,0.25,71.44038562554204,73.40026773129657,1.9598821057545308,2.7433811962148975
HadGEM3-GC31-LL,rh,0.5,79.06523449541791,83.6592172924938,4.5939827970758955,5.810370166349323
HadGEM3-GC31-LL,rh,0.75,86.61181384245056,88.26960338529993,1.6577895428493719,1.9140455202392366
HadGEM3-GC31-LL,rh,0.9,91.60414646206316,90.76890877478762,-0.8352376872755372,-0.9117902622687954
HadGEM3-GC31-LL,rh,0.95,93.54094944239945,92.2574462703017,-1.2835031720977526,-1.3721297247341997
HadGEM3-GC31-LL,rh,0.99,96.10186713446025,94.86750155047639,-1.234365583983859,-1.2844345492859208
HadGEM3-GC31-LL,shortwave,0.01,8.123637298959586,15.581778644459211,7.458141345499625,91.80790661905606
HadGEM3-GC31-LL,shortwave,0.05,12.362643611951848,17.0460112741339,4.683367662182052,37.883221495233485
HadGEM3-GC31-LL,shortwave,0.1,14.294086126913156,17.828097574362836,3.5340114474496804,24.72359139347693
HadGEM3-GC31-LL,shortwave,0.25,16.740133504729148,19.068156687852206,2.328023183123058,13.906837615514734
HadGEM3-GC31-LL,shortwave,0.5,19.14489942046432,20.67723659107646,1.5323371706121414,8.003892509219448
HadGEM3-GC31-LL,shortwave,0.75,21.47965527773001,22.509596499983992,1.0299412222539814,4.794961599415513
HadGEM3-GC31-LL,shortwave,0.9,23.61945787306535,24.063910943583505,0.4444530705181542,1.8817242669442893
HadGEM3-GC31-LL,shortwave,0.95,24.823127847501073,24.94204180015689,0.1189139526558165,0.47904499943099427
HadGEM3-GC31-LL,shortwave,0.99,26.853095109922613,26.6991696138896,-0.1539254960330112,-0.5732132381869585
HadGEM3-GC31-LL,longwave,0.01,26.889406656990545,25.346260076876284,-1.5431465801142608,-5.73886437807687
HadGEM3-GC31-LL,longwave,0.05,28.27366862738607,26.4351683121478,-1.8385003152382708,-6.5025177293670575
HadGEM3-GC31-LL,longwave,0.1,29.013446756577814,26.916246683529714,-2.0972000730481,-7.228372728836952
HadGEM3-GC31-LL,longwave,0.25,30.238961359415303,27.773030728499617,-2.465930630915686,-8.154812599566638
HadGEM3-GC31-LL,longwave,0.5,31.45313495571797,28.596110067398826,-2.8570248883191454,-9.083434425031001
HadGEM3-GC31-LL,longwave,0.75,32.26054012532244,29.111662609262936,-3.148877516059507,-9.760771220280473
HadGEM3-GC31-LL,longwave,0.9,32.80311042321582,29.468677829950053,-3.334432593265767,-10.164989082577613
HadGEM3-GC31-LL,longwave,0.95,33.08532702089423,29.652756539206585,-3.432570481687648,-10.374902685773339
HadGEM3-GC31-LL,longwave,0.99,33.60379732077386,29.972025017289962,-3.6317723034838956,-10.807624712218864
HadGEM3-GC31-LL,wind,0.01,0.12362079876653172,1.153029481302845,1.0294086825363133,832.7147962216603
HadGEM3-GC31-LL,wind,0.05,0.21661594904492043,1.3917386594365855,1.175122710391665,542.4913149622125
HadGEM3-GC31-LL,wind,0.1,0.28935312804449365,1.5589091383694298,1.2695560103249361,438.75662202266477
HadGEM3-GC31-LL,wind,0.25,0.4523419982740058,1.909977451699679,1.4576354534256732,322.2419008156549
HadGEM3-GC31-LL,wind,0.5,0.7499348093163911,2.4298524387547227,1.6799176294383316,224.00848828042447
HadGEM3-GC31-LL,wind,0.75,1.1569305560826137,3.2559900700720283,2.0990595139894146,181.43349252498484
HadGEM3-GC31-LL,wind,0.9,1.5341475522071901,4.559400543879941,3.025252991672751,197.1943955012864
HadGEM3-GC31-LL,wind,0.95,1.7712679477171462,5.513556777584096,3.7422888298669497,211.27739790527477
HadGEM3-GC31-LL,wind,0.99,2.290385645051189,7.217073500482111,4.926687855430922,215.10298346813175
IPSL-CM6A-LR,precip_consensus,0.01,0.001364441540446398,0.0,-0.001364441540446398,-100.0
IPSL-CM6A-LR,precip_consensus,0.05,0.020303170461220998,0.0,-0.020303170461220998,-99.99999999999999
IPSL-CM6A-LR,precip_consensus,0.1,0.06654387951424576,0.0,-0.06654387951424576,-100.0
IPSL-CM6A-LR,precip_consensus,0.25,0.36593424518266227,0.2547439990028907,-0.11119024617977158,-30.385307645713528
IPSL-CM6A-LR,precip_consensus,0.5,2.2381017066336617,3.5319392331761357,1.293837526542474,57.809594743061986
IPSL-CM6A-LR,precip_consensus,0.75,8.251458253782918,11.521060772041686,3.2696025182587682,39.624541719759705
IPSL-CM6A-LR,precip_consensus,0.9,14.360511428963337,18.3482291506695,3.9877177217061632,27.768633042298482
IPSL-CM6A-LR,precip_consensus,0.95,18.3865296573891,22.36735977595061,3.98083011856151,21.650796494713788
IPSL-CM6A-LR,precip_consensus,0.99,27.626554028149616,29.174394367308526,1.5478403391589097,5.602726773602541
IPSL-CM6A-LR,tas,0.01,13.562005271069761,12.101923896497738,-1.4600813745720238,-10.765969673280136
IPSL-CM6A-LR,tas,0.05,14.648812302124492,14.731145072895345,0.08233277077085255,0.5620440010615193
IPSL-CM6A-LR,tas,0.1,15.102207967988353,15.697493989871523,0.5952860218831706,3.9417151660537226
IPSL-CM6A-LR,tas,0.25,15.737775453943096,16.722962826588137,0.9851873726450417,6.260016706479335
IPSL-CM6A-LR,tas,0.5,16.308847934518468,17.58476255656594,1.2759146220474733,7.8234503575628915
IPSL-CM6A-LR,tas,0.75,16.865925052617698,18.464250391558895,1.5983253389411978,9.476653868405087
IPSL-CM6A-LR,tas,0.9,17.407313362279044,19.35397727424332,1.9466639119642757,11.183023315835856
IPSL-CM6A-LR,tas,0.95,17.745614703974663,19.886623811982393,2.1410091080077294,12.065003910674259
IPSL-CM6A-LR,tas,0.99,18.484926735967406,21.035951001109996,2.5510242651425905,13.800564652381798
IPSL-CM6A-LR,tasmin,0.01,9.542661946133531,4.067522132748485,-5.475139813385046,-57.37539320046276
IPSL-CM6A-LR,tasmin,0.05,10.947149455496104,7.843068599179817,-3.104080856316288,-28.355151895344402
IPSL-CM6A-LR,tasmin,0.1,11.58470564339559,9.311588975249768,-2.273116668145823,-19.621704151298147
IPSL-CM6A-LR,tasmin,0.25,12.685621447575494,10.944288768664107,-1.7413326789113874,-13.72682202529538
IPSL-CM6A-LR,tasmin,0.5,13.742193880351806,12.321012970137488,-1.4211809102143178,-10.341732350656772
IPSL-CM6A-LR,tasmin,0.75,14.416768534718585,13.388342793782572,-1.0284257409360134,-7.133538548942849
IPSL-CM6A-LR,tasmin,0.9,14.858966332105167,14.263615025588095,-0.5953513065170721,-4.006680499912842
IPSL-CM6A-LR,tasmin,0.95,15.083673829122157,14.72322203422507,-0.36045179489708623,-2.3896817113690125
IPSL-CM6A-LR,tasmin,0.99,15.500298562545993,15.604902985786504,0.10460442324051122,0.6748542476031474
IPSL-CM6A-LR,tasmax,0.01,17.143873053540084,19.57323145798649,2.4293584044464076,14.17041759968447
IPSL-CM6A-LR,tasmax,0.05,18.276754090956164,20.610276294145454,2.3335222031892897,12.767705860549823
IPSL-CM6A-LR,tasmax,0.1,18.767814756936303,21.11300987702252,2.345195120086217,12.495834759981674
IPSL-CM6A-LR,tasmax,0.25,19.459682347173867,21.911286050765263,2.4516037035913953,12.598374731165343
IPSL-CM6A-LR,tasmax,0.5,20.219715939076544,22.87997026287144,2.660254323794895,13.156734406212395
IPSL-CM6A-LR,tasmax,0.75,21.15149426054363,24.036345626747696,2.8848513662040673,13.638995574821017
IPSL-CM6A-LR,tasmax,0.9,22.202173256976607,25.242980756916005,3.0408074999393975,13.695990319253465
IPSL-CM6A-LR,tasmax,0.95,22.940708978444693,26.09860315374991,3.1578941753052163,13.765460249168425
IPSL-CM6A-LR,tasmax,0.99,24.19964496694552,27.761961338064083,3.5623163711185626,14.7205315449229
IPSL-CM6A-LR,rh,0.01,54.24143437771188,59.339345834242195,5.097911456530312,9.39855576279722
IPSL-CM6A-LR,rh,0.05,60.72498947629099,64.78100508601288,4.056015609721889,6.679318752793675
IPSL-CM6A-LR,rh,0.1,64.51737287922357,67.93538322657183,3.4180103473482575,5.297813898508806
IPSL-CM6A-LR,rh,0.25,71.44038562554204,74.26254687283208,2.8221612472900404,3.950372359525779
IPSL-CM6A-LR,rh,0.5,79.06523449541791,83.50723979512199,4.442005299704078,5.618152311888112
IPSL-CM6A-LR,rh,0.75,86.61181384245056,88.7397232055664,2.1279093631158474,2.4568350075043774
IPSL-CM6A-LR,rh,0.9,91.60414646206316,91.09031469209599,-0.5138317699671688,-0.5609263224563383
IPSL-CM6A-LR,rh,0.95,93.54094944239945,92.33970620202237,-1.2012432403770816,-1.2841897025182345
IPSL-CM6A-LR,rh,0.99,96.10186713446025,94.13420282541077,-1.967664309049482,-2.0474777106010214
IPSL-CM6A-LR,shortwave,0.01,8.123637298959586,15.970258680223811,7.8466213812642245,96.59000140576389
IPSL-CM6A-LR,shortwave,0.05,12.362643611951848,17.270166436667523,4.9075228247156755,39.696386782283554
IPSL-CM6A-LR,shortwave,0.1,14.294086126913156,17.902749173283812,3.6086630463706566,25.245846529329373
IPSL-CM6A-LR,shortwave,0.25,16.740133504729148,19.02929806508549,2.289164560356344,13.674709103781321
IPSL-CM6A-LR,shortwave,0.5,19.14489942046432,20.588930963835168,1.4440315433708477,7.542643665326844
IPSL-CM6A-LR,shortwave,0.75,21.47965527773001,22.37314111408171,0.8934858363517009,4.159684244458346
IPSL-CM6A-LR,shortwave,0.9,23.61945787306535,23.96864549980789,0.3491876267425411,1.478389676084565
IPSL-CM6A-LR,shortwave,0.95,24.823127847501073,24.8505289885374,0.027401141036325072,0.11038552919141302
IPSL-CM6A-LR,shortwave,0.99,26.853095109922613,26.17219228710938,-0.6809028228132341,-2.535658627156281
IPSL-CM6A-LR,longwave,0.01,26.889406656990545,25.318172017161885,-1.5712346398286599,-5.8433220928665595
IPSL-CM6A-LR,longwave,0.05,28.27366862738607,26.5111171680488,-1.7625514593372706,-6.233897279357838
IPSL-CM6A-LR,longwave,0.1,29.013446756577814,26.962114283587347,-2.0513324729904667,-7.070281894464665
IPSL-CM6A-LR,longwave,0.25,30.238961359415303,27.715653549244365,-2.5233078101709374,-8.344558466077315
IPSL-CM6A-LR,longwave,0.5,31.45313495571797,28.548023154136786,-2.905111801581185,-9.236318750646683
IPSL-CM6A-LR,longwave,0.75,32.26054012532244,29.05463550124872,-3.2059046240737246,-9.93754168907202
IPSL-CM6A-LR,longwave,0.9,32.80311042321582,29.389792671458757,-3.413317751757063,-10.40546980978166
IPSL-CM6A-LR,longwave,0.95,33.08532702089423,29.568949359471056,-3.516377661423178,-10.628208870967166
IPSL-CM6A-LR,longwave,0.99,33.60379732077386,29.84504053725346,-3.758756783520397,-11.185512005206432
IPSL-CM6A-LR,wind,0.01,0.12362079876653172,1.202114611173588,1.0784938124070564,872.4210029122063
IPSL-CM6A-LR,wind,0.05,0.21661594904492043,1.410690800707197,1.1940748516622766,551.2405051091861
IPSL-CM6A-LR,wind,0.1,0.28935312804449365,1.5547045243242397,1.265351396279746,437.30351381761244
IPSL-CM6A-LR,wind,0.25,0.4523419982740058,1.8763114139030543,1.4239694156290486,314.7992936898334
IPSL-CM6A-LR,wind,0.5,0.7499348093163911,2.4031280318244557,1.6531932225080646,220.44492427482407
IPSL-CM6A-LR,wind,0.75,1.1569305560826137,3.410061303057957,2.2531307469753434,194.75073375229036
IPSL-CM6A-LR,wind,0.9,1.5341475522071901,4.778542352634703,3.2443948004275125,211.47866746974736
